"wage","gender","age","ageclass","ageclass2","emptype","hours","macroarea","region","citizenship","education"
1400,"Female",55,"55-59","55-64","Female",38,"center","Toscana","italian","professional high school"
1300,"Male",43,"40-44","35-44","Male",36,"center","Lazio","italian","high school"
1500,"Male",49,"45-49","45-54","Male",40,"center","Lazio","italian","professional high school"
1380,"Male",52,"50-54","45-54","Male",36,"south","Sicilia","italian","high school"
700,"Female",20,"20-24","15-24","Female",15,"south","Sicilia","italian","high school"
3000,"Male",41,"40-44","35-44","Male",40,"center","Lazio","italian","college or more"
1000,"Female",45,"45-49","45-54","Female",20,"nord","Veneto","italian","high school"
1800,"Male",63,"60-64","55-64","Male",40,"south","Sardegna","italian","professional high school"
1200,"Male",27,"25-29","25-34","Male",36,"nord","Piemonte","italian","professional high school"
870,"Female",56,"55-59","55-64","Female",18,"center","Marche","italian","college or more"
1250,"Male",55,"55-59","55-64","Male",35,"center","Toscana","italian","college or more"
1800,"Male",57,"55-59","55-64","Male",40,"nord","Lombardia","italian","middle school"
1400,"Male",50,"50-54","45-54","Male",40,"center","Lazio","ue","professional high school"
3000,"Female",50,"50-54","45-54","Female",40,"center","Lazio","italian","college or more"
3000,"Male",42,"40-44","35-44","Male",40,"south","Basilicata","italian","high school"
1400,"Female",23,"20-24","15-24","Female",30,"nord","Trentino alto Adige","italian","middle school"
1700,"Male",34,"30-34","25-34","Male",40,"nord","Lombardia","italian","high school"
1010,"Female",38,"35-39","35-44","Female",36,"south","Basilicata","italian","high school"
2000,"Male",40,"40-44","35-44","Male",50,"nord","Lombardia","non-ue","middle school"
1400,"Male",38,"35-39","35-44","Male",40,"nord","Emilia Romagna","italian","middle school"
1500,"Female",50,"50-54","45-54","Female",40,"nord","Veneto","italian","professional high school"
1330,"Male",44,"40-44","35-44","Male",40,"south","Sardegna","italian","high school"
2000,"Male",52,"50-54","45-54","Male",40,"south","Basilicata","italian","high school"
900,"Female",50,"50-54","45-54","Female",40,"nord","Piemonte","italian","middle school"
1750,"Male",53,"50-54","45-54","Male",36,"center","Lazio","italian","middle school"
770,"Female",41,"40-44","35-44","Female",15,"nord","Liguria","italian","high school"
1240,"Male",47,"45-49","45-54","Male",40,"nord","Trentino alto Adige","non-ue","middle school"
1500,"Female",56,"55-59","55-64","Female",36,"nord","Piemonte","italian","high school"
930,"Female",55,"55-59","55-64","Female",50,"nord","Emilia Romagna","ue","middle school"
1510,"Male",38,"35-39","35-44","Male",40,"south","Sicilia","italian","high school"
2270,"Female",54,"50-54","45-54","Female",36,"nord","Valle d'Aosta","italian","college or more"
800,"Female",45,"45-49","45-54","Female",24,"center","Lazio","italian","high school"
1500,"Male",45,"45-49","45-54","Male",40,"center","Lazio","italian","high school"
860,"Female",45,"45-49","45-54","Female",38,"nord","Veneto","italian","college or more"
920,"Female",53,"50-54","45-54","Female",8,"nord","Emilia Romagna","italian","college or more"
800,"Female",43,"40-44","35-44","Female",20,"nord","Veneto","italian","high school"
1100,"Male",25,"25-29","25-34","Male",40,"center","Umbria","italian","high school"
1200,"Male",52,"50-54","45-54","Male",40,"nord","Trentino alto Adige","italian","middle school"
1360,"Male",49,"45-49","45-54","Male",40,"center","Umbria","italian","middle school"
1300,"Male",42,"40-44","35-44","Male",40,"center","Lazio","italian","high school"
1270,"Male",37,"35-39","35-44","Male",40,"nord","Trentino alto Adige","italian","middle school"
2500,"Male",53,"50-54","45-54","Male",50,"nord","Trentino alto Adige","italian","middle school"
750,"Female",44,"40-44","35-44","Female",30,"nord","Lombardia","ue","high school"
1100,"Female",57,"55-59","55-64","Female",36,"nord","Valle d'Aosta","italian","high school"
850,"Female",49,"45-49","45-54","Female",36,"south","Puglia","italian","high school"
500,"Male",50,"50-54","45-54","Male",18,"center","Lazio","italian","professional high school"
700,"Female",35,"35-39","35-44","Female",24,"south","Sardegna","italian","high school"
3000,"Male",39,"35-39","35-44","Male",50,"nord","Trentino alto Adige","italian","college or more"
1190,"Male",24,"20-24","15-24","Male",40,"center","Umbria","italian","high school"
1480,"Male",35,"35-39","35-44","Male",40,"south","Puglia","italian","middle school"
700,"Male",27,"25-29","25-34","Male",40,"center","Umbria","italian","high school"
1200,"Female",58,"55-59","55-64","Female",36,"nord","Veneto","italian","middle school"
1340,"Female",51,"50-54","45-54","Female",34,"nord","Friuli Venezia Giulia","italian","high school"
1200,"Male",30,"30-34","25-34","Male",40,"nord","Piemonte","italian","professional high school"
1450,"Female",60,"60-64","55-64","Female",43,"center","Umbria","italian","middle school"
1300,"Male",58,"55-59","55-64","Male",40,"nord","Veneto","italian","middle school"
800,"Female",50,"50-54","45-54","Female",21,"nord","Friuli Venezia Giulia","italian","professional high school"
1400,"Female",27,"25-29","25-34","Female",40,"nord","Valle d'Aosta","italian","middle school"
700,"Female",47,"45-49","45-54","Female",25,"center","Marche","italian","middle school"
1400,"Male",48,"45-49","45-54","Male",35,"south","Sicilia","italian","middle school"
1350,"Male",45,"45-49","45-54","Male",38,"nord","Emilia Romagna","italian","college or more"
900,"Female",29,"25-29","25-34","Female",40,"center","Marche","italian","professional high school"
1500,"Female",50,"50-54","45-54","Female",37,"nord","Friuli Venezia Giulia","italian","high school"
1700,"Male",60,"60-64","55-64","Male",36,"center","Marche","italian","high school"
1480,"Female",59,"55-59","55-64","Female",36,"nord","Emilia Romagna","italian","high school"
1200,"Female",47,"45-49","45-54","Female",40,"center","Lazio","italian","high school"
2200,"Male",42,"40-44","35-44","Male",40,"center","Marche","italian","middle school"
1500,"Female",35,"35-39","35-44","Female",43,"nord","Emilia Romagna","italian","middle school"
1000,"Male",44,"40-44","35-44","Male",30,"south","Sicilia","italian","high school"
2100,"Male",29,"25-29","25-34","Male",40,"center","Marche","italian","high school"
660,"Female",53,"50-54","45-54","Female",18,"south","Sicilia","italian","high school"
660,"Male",26,"25-29","25-34","Male",24,"south","Campania","italian","high school"
1450,"Female",55,"55-59","55-64","Female",18,"south","Calabria","italian","college or more"
1300,"Male",21,"20-24","15-24","Male",37,"south","Sicilia","italian","high school"
2850,"Male",39,"35-39","35-44","Male",38,"nord","Trentino alto Adige","italian","high school"
1300,"Male",49,"45-49","45-54","Male",40,"nord","Lombardia","italian","middle school"
1360,"Male",28,"25-29","25-34","Male",40,"nord","Piemonte","italian","high school"
1200,"Male",42,"40-44","35-44","Male",40,"center","Toscana","italian","high school"
300,"Female",40,"40-44","35-44","Female",12,"center","Umbria","ue","high school"
2800,"Male",51,"50-54","45-54","Male",36,"south","Calabria","italian","college or more"
1800,"Female",60,"60-64","55-64","Female",40,"south","Basilicata","italian","college or more"
1470,"Female",44,"40-44","35-44","Female",40,"nord","Piemonte","italian","college or more"
330,"Female",54,"50-54","45-54","Female",14,"nord","Lombardia","italian","middle school"
2200,"Female",48,"45-49","45-54","Female",36,"nord","Lombardia","italian","high school"
900,"Female",23,"20-24","15-24","Female",40,"nord","Lombardia","italian","professional high school"
600,"Female",21,"20-24","15-24","Female",35,"south","Basilicata","italian","high school"
790,"Female",62,"60-64","55-64","Female",25,"center","Toscana","italian","elementary school"
1380,"Male",31,"30-34","25-34","Male",50,"nord","Emilia Romagna","non-ue","professional high school"
1200,"Male",52,"50-54","45-54","Male",40,"nord","Emilia Romagna","italian","middle school"
1690,"Male",59,"55-59","55-64","Male",36,"nord","Lombardia","italian","high school"
1400,"Male",32,"30-34","25-34","Male",40,"south","Basilicata","italian","college or more"
1400,"Female",40,"40-44","35-44","Female",40,"nord","Piemonte","italian","high school"
1100,"Female",47,"45-49","45-54","Female",40,"center","Umbria","italian","middle school"
1930,"Female",61,"60-64","55-64","Female",36,"center","Lazio","italian","high school"
1400,"Female",37,"35-39","35-44","Female",24,"nord","Emilia Romagna","italian","high school"
980,"Female",30,"30-34","25-34","Female",29,"center","Lazio","italian","high school"
1700,"Male",42,"40-44","35-44","Male",40,"center","Toscana","italian","middle school"
1400,"Female",50,"50-54","45-54","Female",40,"south","Basilicata","non-ue","high school"
2030,"Male",61,"60-64","55-64","Male",30,"center","Marche","italian","college or more"
990,"Male",27,"25-29","25-34","Male",50,"south","Sardegna","italian","middle school"
280,"Female",53,"50-54","45-54","Female",10,"south","Molise","italian","high school"
250,"Male",31,"30-34","25-34","Male",10,"center","Toscana","italian","middle school"
1900,"Male",36,"35-39","35-44","Male",40,"center","Marche","italian","professional high school"
960,"Female",55,"55-59","55-64","Female",30,"center","Marche","italian","professional high school"
1320,"Female",27,"25-29","25-34","Female",30,"center","Lazio","italian","college or more"
1580,"Male",38,"35-39","35-44","Male",40,"nord","Veneto","italian","college or more"
1000,"Male",30,"30-34","25-34","Male",48,"south","Campania","italian","professional high school"
950,"Female",43,"40-44","35-44","Female",25,"nord","Lombardia","italian","college or more"
1900,"Male",41,"40-44","35-44","Male",40,"south","Sicilia","italian","middle school"
700,"Male",43,"40-44","35-44","Male",36,"south","Campania","non-ue","professional high school"
250,"Female",62,"60-64","55-64","Female",13,"center","Lazio","italian","no schooling"
1400,"Female",39,"35-39","35-44","Female",40,"nord","Veneto","italian","high school"
1100,"Male",26,"25-29","25-34","Male",40,"south","Sardegna","italian","high school"
3000,"Male",61,"60-64","55-64","Male",36,"nord","Emilia Romagna","italian","college or more"
1200,"Male",31,"30-34","25-34","Male",40,"nord","Piemonte","italian","middle school"
300,"Male",39,"35-39","35-44","Male",20,"south","Calabria","italian","college or more"
1300,"Male",21,"20-24","15-24","Male",40,"south","Campania","italian","high school"
600,"Female",37,"35-39","35-44","Female",17,"center","Lazio","italian","professional high school"
1200,"Male",53,"50-54","45-54","Male",40,"nord","Trentino alto Adige","italian","middle school"
1600,"Female",44,"40-44","35-44","Female",40,"nord","Lombardia","italian","high school"
700,"Female",23,"20-24","15-24","Female",20,"south","Campania","italian","high school"
1700,"Male",63,"60-64","55-64","Male",40,"nord","Lombardia","italian","high school"
900,"Female",49,"45-49","45-54","Female",26,"center","Umbria","italian","high school"
1200,"Female",35,"35-39","35-44","Female",40,"south","Sicilia","italian","college or more"
1500,"Female",48,"45-49","45-54","Female",40,"center","Lazio","italian","middle school"
1570,"Male",49,"45-49","45-54","Male",40,"south","Campania","italian","middle school"
250,"Male",20,"20-24","15-24","Male",4,"center","Toscana","italian","high school"
1700,"Male",47,"45-49","45-54","Male",18,"nord","Friuli Venezia Giulia","italian","high school"
2050,"Male",52,"50-54","45-54","Male",40,"nord","Lombardia","italian","middle school"
1400,"Male",60,"60-64","55-64","Male",36,"south","Campania","italian","high school"
600,"Female",56,"55-59","55-64","Female",12,"nord","Veneto","italian","professional high school"
870,"Female",51,"50-54","45-54","Female",30,"center","Lazio","italian","high school"
1540,"Male",48,"45-49","45-54","Male",36,"center","Lazio","italian","high school"
500,"Female",54,"50-54","45-54","Female",15,"nord","Valle d'Aosta","italian","middle school"
1200,"Female",57,"55-59","55-64","Female",39,"nord","Emilia Romagna","italian","high school"
1300,"Female",59,"55-59","55-64","Female",30,"nord","Lombardia","italian","middle school"
2000,"Male",43,"40-44","35-44","Male",50,"center","Lazio","italian","high school"
700,"Female",41,"40-44","35-44","Female",36,"center","Marche","non-ue","middle school"
1800,"Female",32,"30-34","25-34","Female",40,"nord","Liguria","italian","college or more"
1070,"Female",57,"55-59","55-64","Female",18,"south","Sardegna","italian","college or more"
1600,"Male",38,"35-39","35-44","Male",36,"south","Campania","italian","college or more"
650,"Female",34,"30-34","25-34","Female",24,"nord","Lombardia","non-ue","middle school"
900,"Female",39,"35-39","35-44","Female",20,"center","Umbria","italian","college or more"
1100,"Female",27,"25-29","25-34","Female",30,"center","Lazio","italian","high school"
1600,"Male",22,"20-24","15-24","Male",40,"nord","Veneto","italian","high school"
900,"Male",45,"45-49","45-54","Male",30,"nord","Lombardia","italian","professional high school"
830,"Male",48,"45-49","45-54","Male",20,"south","Campania","non-ue","high school"
1600,"Male",26,"25-29","25-34","Male",40,"nord","Emilia Romagna","italian","college or more"
300,"Female",24,"20-24","15-24","Female",20,"south","Sardegna","italian","high school"
1600,"Male",60,"60-64","55-64","Male",36,"nord","Lombardia","italian","middle school"
1380,"Male",45,"45-49","45-54","Male",40,"nord","Lombardia","italian","high school"
2900,"Male",44,"40-44","35-44","Male",38,"nord","Veneto","italian","high school"
1600,"Male",38,"35-39","35-44","Male",40,"nord","Lombardia","italian","middle school"
1700,"Male",44,"40-44","35-44","Male",40,"nord","Trentino alto Adige","italian","high school"
1700,"Male",53,"50-54","45-54","Male",18,"center","Lazio","italian","college or more"
1250,"Male",41,"40-44","35-44","Male",42,"nord","Lombardia","italian","college or more"
2000,"Male",47,"45-49","45-54","Male",37,"center","Lazio","italian","high school"
1900,"Male",65,"65-69","65-74","Male",36,"south","Puglia","italian","high school"
2000,"Male",43,"40-44","35-44","Male",60,"south","Campania","italian","middle school"
1030,"Male",29,"25-29","25-34","Male",40,"south","Basilicata","italian","middle school"
990,"Female",25,"25-29","25-34","Female",36,"south","Abruzzo","italian","middle school"
2300,"Male",43,"40-44","35-44","Male",40,"nord","Friuli Venezia Giulia","italian","middle school"
1200,"Female",34,"30-34","25-34","Female",40,"nord","Lombardia","italian","middle school"
